"","OCCUR_DATE","OCCUR_TIME","BORO","PRECINCT","JURISDICTION_CODE","LOCATION_DESC","STATISTICAL_MURDER_FLAG","PERP_AGE_GROUP","PERP_SEX","PERP_RACE","VIC_AGE_GROUP","VIC_SEX","VIC_RACE","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","Lon_Lat"
"11964","02/25/2007","23:26:00","BROOKLYN",77,0,"PVT HOUSE","false","18-24","M","BLACK","25-44","M","BLACK","1000933","185688",40.676339914,-73.939856334,"POINT (-73.93985633399996 40.67633991400004)"
"11971","07/12/2009","19:47:00","QUEENS",113,0,"DRUG STORE","false","18-24","M","BLACK","18-24","M","BLACK","1038990","187022",40.6798479120001,-73.802643712,"POINT (-73.80264371199996 40.67984791200008)"
"11978","05/13/2014","15:30:00","BRONX",46,0,"GROCERY/BODEGA","false","18-24","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC","1011264","251672",40.8574232500001,-73.902346124,"POINT (-73.90234612399996 40.857423250000075)"
"11984","01/02/2012","23:48:00","BROOKLYN",73,0,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","18-24","M","WHITE HISPANIC","1007628","183445",40.670168236,-73.9157274889999,"POINT (-73.91572748899993 40.670168236000045)"
"11985","02/25/2006","14:40:00","BROOKLYN",79,0,"NONE","true","18-24","M","BLACK","25-44","M","BLACK","997831","189816",40.687675638,-73.951031261,"POINT (-73.95103126099998 40.68767563800003)"
"11992","07/08/2016","16:03:00","BROOKLYN",79,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","WHITE HISPANIC","18-24","M","BLACK","1000215","193000",40.696411003,-73.942427524,"POINT (-73.94242752399998 40.69641100300004)"
"12014","04/02/2011","5:34:00","BROOKLYN",90,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","25-44","M","BLACK","999367","196376",40.705678823,-73.945478053,"POINT (-73.945478053 40.70567882300003)"
"12016","06/19/2015","8:54:00","BRONX",52,0,"MULTI DWELL - APT BUILD","false","18-24","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC","1019084","258676",40.8766196940001,-73.874040533,"POINT (-73.87404053299997 40.876619694000055)"
"12021","09/21/2007","22:20:00","BROOKLYN",75,0,"LIQUOR STORE","false","25-44","M","BLACK","18-24","M","BLACK","1012920","183086",40.6691673070001,-73.896652217,"POINT (-73.89665221699995 40.669167307000066)"
"12023","10/28/2006","2:35:00","MANHATTAN",34,0,"BAR/NIGHT CLUB","false","25-44","M","WHITE HISPANIC","<18","M","WHITE HISPANIC","1004631","254083",40.864058522,-73.926317007,"POINT (-73.92631700699997 40.86405852200004)"
"12025","02/09/2013","23:57:00","BRONX",42,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","18-24","M","BLACK","1009569","240494",40.8267479400001,-73.9085157279999,"POINT (-73.90851572799994 40.826747940000075)"
"12030","04/13/2007","22:40:00","BRONX",46,0,"MULTI DWELL - APT BUILD","false","18-24","M","WHITE HISPANIC","25-44","M","BLACK","1007082","247911",40.8471122300001,-73.91747681,"POINT (-73.91747680999998 40.84711223000005)"
"12036","10/14/2012","19:34:00","MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","WHITE HISPANIC","999155","226676",40.788845063,-73.946175538,"POINT (-73.94617553799998 40.788845063000046)"
"12047","08/01/2017","0:35:00","BRONX",47,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC","1030386","260908",40.8826939900001,-73.833156832,"POINT (-73.83315683199999 40.88269399000007)"
"12053","08/11/2018","1:20:00","BRONX",40,0,"FAST FOOD","false","18-24","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC","1,006,669","233,631",40.80791877,-73.91901728,"POINT (-73.91901728 40.80791877)"
"12056","03/03/2013","18:45:00","STATEN ISLAND",122,0,"PVT HOUSE","true","25-44","F","WHITE","25-44","M","WHITE","938186","143216",40.5596591600001,-74.1657802,"POINT (-74.16578019999997 40.55965916000007)"
"12058","12/11/2012","9:51:00","BROOKLYN",90,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","M","BLACK","999673","195713",40.703858516,-73.944375903,"POINT (-73.94437590299998 40.703858516000025)"
"12060","04/16/2006","8:14:00","BRONX",44,2,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","25-44","M","BLACK","1007174","239543",40.8241442570001,-73.917172879,"POINT (-73.91717287899996 40.82414425700006)"
"12062","06/24/2007","1:48:00","QUEENS",113,0,"PVT HOUSE","true","18-24","M","BLACK","45-64","M","BLACK","1045899","193330",40.6971164500001,-73.777676619,"POINT (-73.77767661899996 40.697116450000074)"
"12072","03/26/2008","18:52:00","BROOKLYN",70,0,"MULTI DWELL - APT BUILD","true","18-24","M","BLACK","18-24","M","BLACK","994343","177132",40.6528655550001,-73.963627231,"POINT (-73.96362723099996 40.65286555500006)"
"12073","02/06/2010","1:46:00","QUEENS",115,0,"COMMERCIAL BLDG","false","45-64","M","WHITE","25-44","M","WHITE","1012878","213439",40.752479169,-73.896674559,"POINT (-73.89667455899996 40.752479169000026)"
"12075","04/07/2008","19:09:00","MANHATTAN",32,0,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","65+","F","BLACK","1002118","242744",40.832941761,-73.935432593,"POINT (-73.93543259299997 40.83294176100002)"
"12077","02/08/2009","3:45:00","BRONX",44,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","45-64","M","BLACK HISPANIC","1007072","239961",40.825291812,-73.917540002,"POINT (-73.91754000199995 40.825291812000046)"
"12078","11/14/2006","20:25:00","BRONX",41,0,"MULTI DWELL - APT BUILD","false","25-44","M","WHITE HISPANIC","18-24","F","WHITE HISPANIC","1013526","236951",40.817011183,-73.894233277,"POINT (-73.89423327699996 40.817011183000034)"
"12079","04/11/2017","20:59:00","BROOKLYN",90,0,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","BLACK","999199","197682",40.7092637690001,-73.946081089,"POINT (-73.94608108899996 40.709263769000074)"
"12085","05/09/2010","1:58:00","BRONX",46,0,"MULTI DWELL - APT BUILD","true","18-24","M","BLACK","<18","F","BLACK","1009854","247503",40.8459847880001,-73.907459177,"POINT (-73.90745917699996 40.84598478800007)"
"12088","04/30/2011","15:21:00","BROOKLYN",75,0,"MULTI DWELL - APT BUILD","false","18-24","U","BLACK","18-24","M","BLACK","1016008","185359",40.67539564,-73.88550994,"POINT (-73.88550993999998 40.67539564000003)"
"12090","05/15/2011","15:54:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","<18","M","BLACK","1009356","181517",40.664871576,-73.909505509,"POINT (-73.90950550899998 40.664871576000046)"
"12091","07/06/2009","23:27:00","BROOKLYN",81,0,"MULTI DWELL - APT BUILD","true","18-24","M","BLACK","18-24","M","BLACK","1001964","186902",40.679670066,-73.936136211,"POINT (-73.93613621099996 40.67967006600002)"
"12098","11/26/2016","22:25:00","BROOKLYN",67,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","25-44","F","BLACK","1005657","181039",40.6635692880001,-73.9228402639999,"POINT (-73.92284026399994 40.663569288000076)"
"12101","09/01/2014","0:27:00","BRONX",41,0,"MULTI DWELL - APT BUILD","true","<18","M","BLACK","25-44","M","BLACK HISPANIC","1013203","238403",40.8209975770001,-73.895393945,"POINT (-73.89539394499997 40.82099757700007)"
"12103","07/17/2010","15:00:00","BROOKLYN",77,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK HISPANIC","18-24","M","BLACK","996216","184738",40.6737400100001,-73.956863621,"POINT (-73.95686362099997 40.67374001000008)"
"12118","01/05/2011","23:13:00","BRONX",44,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","18-24","M","BLACK","1004576","239765",40.824759944,-73.9265592479999,"POINT (-73.92655924799993 40.82475994400005)"
"12120","03/15/2014","15:48:00","BRONX",46,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","18-24","F","BLACK","1009854","247503",40.8459847880001,-73.907459177,"POINT (-73.90745917699996 40.84598478800007)"
"12123","05/21/2008","20:20:00","STATEN ISLAND",122,0,"LIQUOR STORE","true","25-44","M","WHITE","65+","M","WHITE","954263","150235",40.5789938790001,-74.107952228,"POINT (-74.107952228 40.57899387900005)"
"12124","05/13/2011","16:11:00","QUEENS",114,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","WHITE","999484","214810",40.756275434,-73.9450143289999,"POINT (-73.94501432899995 40.75627543400003)"
"12125","08/30/2007","23:49:00","MANHATTAN",32,0,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","BLACK","999126","235493",40.8130453650001,-73.946260732,"POINT (-73.94626073199998 40.81304536500005)"
"12129","03/25/2010","0:01:00","QUEENS",114,0,"MULTI DWELL - PUBLIC HOUS","false","18-24","F","WHITE HISPANIC","18-24","M","WHITE HISPANIC","998644","214588",40.755667508,-73.9480467829999,"POINT (-73.94804678299994 40.755667508000045)"
"12141","03/13/2008","18:22:00","BRONX",44,0,"MULTI DWELL - APT BUILD","true","<18","M","BLACK","25-44","M","WHITE HISPANIC","1008444","242870",40.83327253,-73.912572144,"POINT (-73.91257214399997 40.833272530000045)"
"12142","02/17/2009","18:30:00","MANHATTAN",23,0,"TELECOMM. STORE","false","18-24","M","BLACK","18-24","M","BLACK","998959","227093",40.7899899440001,-73.946882433,"POINT (-73.94688243299998 40.78998994400007)"
"12143","04/08/2011","0:43:00","BRONX",40,0,"MULTI DWELL - APT BUILD","false","25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1010107","235102",40.811946866,-73.906592535,"POINT (-73.90659253499997 40.81194686600002)"
"12148","01/02/2012","5:00:00","QUEENS",113,0,"GROCERY/BODEGA","false","18-24","M","BLACK","18-24","M","BLACK","1046624","184398",40.672595147,-73.775144746,"POINT (-73.77514474599997 40.67259514700004)"
"12155","05/07/2006","11:34:00","BROOKLYN",75,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","18-24","M","BLACK","1012339","182682",40.668060279,-73.8987482799999,"POINT (-73.89874827999995 40.66806027900003)"
"12156","10/17/2007","18:31:00","BROOKLYN",77,0,"MULTI DWELL - APT BUILD","false","<18","M","BLACK","<18","M","BLACK","1002275","184002",40.6717095930001,-73.935022701,"POINT (-73.93502270099998 40.67170959300007)"
"12165","10/23/2006","17:30:00","MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","<18","F","BLACK","999218","230194",40.798500915,-73.9459401889999,"POINT (-73.94594018899994 40.798500915000034)"
"12167","06/20/2006","6:30:00","BRONX",52,0,"NONE","false","18-24","M","BLACK","18-24","M","BLACK","1017428","255840",40.8688421300001,-73.8800427199999,"POINT (-73.88004271999995 40.868842130000075)"
"12177","04/15/2015","10:22:00","BROOKLYN",67,0,"MULTI DWELL - APT BUILD","true","18-24","M","BLACK","25-44","M","BLACK","1004248","178341",40.656167168,-73.927926981,"POINT (-73.92792698099998 40.656167168000025)"
"12180","08/26/2008","23:42:00","BROOKLYN",90,0,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","WHITE HISPANIC","993514","197321",40.7082806880001,-73.966587117,"POINT (-73.96658711699997 40.70828068800005)"
"12183","05/22/2009","0:18:00","STATEN ISLAND",120,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","18-24","M","BLACK","936722","172119",40.6389841760001,-74.171252305,"POINT (-74.17125230499995 40.63898417600007)"
"12189","10/27/2013","2:55:00","QUEENS",110,0,"MULTI DWELL - APT BUILD","true","25-44","M","BLACK","25-44","M","BLACK","1021804","207825",40.7370367570001,-73.8644893859999,"POINT (-73.86448938599993 40.737036757000055)"
"12190","01/22/2006","14:52:00","BRONX",42,0,"NONE","false","18-24","M","BLACK","18-24","M","BLACK","1012744","241941",40.830709868,-73.8970372909999,"POINT (-73.89703729099993 40.83070986800004)"
"12196","05/23/2010","2:12:00","QUEENS",105,0,"MULTI DWELL - APT BUILD","true","25-44","M","BLACK","25-44","M","BLACK","1049893","181010",40.663272238,-73.763393129,"POINT (-73.76339312899995 40.66327223800005)"
"12201","06/29/2007","14:20:00","BRONX",46,0,"MULTI DWELL - APT BUILD","true","18-24","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC","1012403","249741",40.852119675,-73.8982367629999,"POINT (-73.89823676299993 40.85211967500004)"
"12205","04/17/2016","2:11:00","MANHATTAN",25,2,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","18-24","M","WHITE HISPANIC","1002883","231248",40.8013868900001,-73.9327000599999,"POINT (-73.93270005999993 40.80138689000006)"
"12207","05/05/2008","4:42:00","MANHATTAN",32,2,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","18-24","M","BLACK","1001934","241943",40.8307436160001,-73.936099617,"POINT (-73.93609961699997 40.83074361600006)"
"12209","04/15/2010","11:45:00","BROOKLYN",79,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","25-44","M","WHITE","998489","188550",40.6841997230001,-73.9486613289999,"POINT (-73.94866132899993 40.68419972300006)"
"12211","04/21/2006","18:20:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","BLACK","1009167","184323",40.6725739510001,-73.910176398,"POINT (-73.91017639799998 40.67257395100007)"
"12213","08/15/2010","19:07:00","BROOKLYN",77,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","18-24","M","BLACK","1005432","185233",40.6750814210001,-73.9236380959999,"POINT (-73.92363809599993 40.67508142100007)"
"12214","08/30/2011","11:00:00","QUEENS",113,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","<18","M","BLACK","1044795","188802",40.6846957920001,-73.781698652,"POINT (-73.781698652 40.68469579200007)"
"12217","02/21/2006","17:08:00","QUEENS",113,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","18-24","M","BLACK","1047629","185969",40.676900037,-73.77150699,"POINT (-73.77150698999998 40.676900037000046)"
"12223","08/18/2006","22:32:00","BRONX",48,0,"MULTI DWELL - APT BUILD","true","18-24","M","BLACK","18-24","M","WHITE HISPANIC","1013908","249734",40.852095535,-73.892796674,"POINT (-73.89279667399995 40.852095535000046)"
"12235","09/28/2011","16:48:00","MANHATTAN",26,0,"MULTI DWELL - APT BUILD","false","25-44","F","BLACK","25-44","M","WHITE HISPANIC","997049","236354",40.8154118240001,-73.953762415,"POINT (-73.95376241499999 40.81541182400008)"
"12237","09/28/2007","19:24:00","BROOKLYN",77,0,"MULTI DWELL - APT BUILD","true","18-24","M","BLACK","45-64","M","BLACK","1003508","185056",40.67459999,-73.930574822,"POINT (-73.93057482199998 40.67459999000005)"
"12249","02/16/2014","4:00:00","BRONX",45,0,"BAR/NIGHT CLUB","false","18-24","M","BLACK","18-24","M","BLACK","1031928","260783",40.8823427090001,-73.8275813,"POINT (-73.82758129999998 40.882342709000056)"
"12256","04/24/2012","3:27:00","MANHATTAN",32,0,"MULTI DWELL - PUBLIC HOUS","true","25-44","M","BLACK","<18","F","BLACK","1001752","241629",40.8298821390001,-73.9367581,"POINT (-73.93675809999998 40.82988213900006)"
"12260","03/16/2010","17:18:00","BRONX",40,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC","1008972","235695",40.813577734,-73.9106905579999,"POINT (-73.91069055799996 40.81357773400004)"
"12278","04/20/2009","20:00:00","QUEENS",115,0,"PVT HOUSE","true","25-44","M","WHITE","25-44","F","WHITE HISPANIC","1018531","215314",40.757605454,-73.8762616819999,"POINT (-73.87626168199995 40.757605454000036)"
"12279","08/25/2010","2:00:00","BROOKLYN",81,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","18-24","M","BLACK","1006897","187640",40.6816844630001,-73.9183485309999,"POINT (-73.91834853099994 40.68168446300007)"
"12282","06/18/2011","3:10:00","BROOKLYN",75,0,"PVT HOUSE","false","25-44","M","BLACK","25-44","M","BLACK","1014056","183546",40.6704261520001,-73.89255515,"POINT (-73.89255514999998 40.67042615200006)"
"12286","04/03/2010","4:00:00","STATEN ISLAND",120,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","WHITE HISPANIC","25-44","M","BLACK","961252","166311",40.6231401110001,-74.0828471419999,"POINT (-74.08284714199993 40.623140111000055)"
"12291","01/14/2006","5:00:00","BRONX",49,0,"NONE","true","25-44","M","WHITE HISPANIC","18-24","F","WHITE HISPANIC","1022846","255790",40.868682869,-73.86045366,"POINT (-73.86045365999998 40.86868286900005)"
"12292","07/24/2018","22:58:00","BROOKLYN",90,2,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","18-24","M","BLACK","1,000,834","196,032",40.704732,-73.94018778,"POINT (-73.94018778 40.704732)"
"12303","11/18/2007","1:00:00","BROOKLYN",75,0,"BAR/NIGHT CLUB","false","25-44","M","BLACK HISPANIC","<18","M","WHITE HISPANIC","1017119","183909",40.6714116630001,-73.8815117239999,"POINT (-73.88151172399995 40.67141166300007)"
"12309","05/27/2009","19:20:00","BROOKLYN",70,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","25-44","M","BLACK","995957","177431",40.6536842580001,-73.9578100109999,"POINT (-73.95781001099994 40.653684258000055)"
"12311","02/24/2008","1:49:00","BRONX",52,0,"MULTI DWELL - APT BUILD","true","18-24","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1017542","255919",40.869058532,-73.8796301479999,"POINT (-73.87963014799993 40.86905853200005)"
"12315","12/31/2011","1:50:00","BRONX",48,0,"MULTI DWELL - APT BUILD","true","18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC","1013405","251801",40.8577705060001,-73.8946058769999,"POINT (-73.89460587699995 40.85777050600007)"
"12316","12/02/2008","9:44:00","BROOKLYN",77,0,"GROCERY/BODEGA","false","18-24","M","BLACK","25-44","M","BLACK","994501","184864",40.6740880040001,-73.963046059,"POINT (-73.96304605899996 40.674088004000055)"
"12325","09/25/2011","1:27:00","BROOKLYN",83,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","1007041","191630",40.692635726,-73.917815848,"POINT (-73.91781584799998 40.69263572600005)"
"12329","05/20/2007","17:41:00","BROOKLYN",75,2,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","WHITE HISPANIC","18-24","M","BLACK","1017119","183909",40.6714116630001,-73.8815117239999,"POINT (-73.88151172399995 40.67141166300007)"
"12341","05/19/2007","21:50:00","QUEENS",100,0,"GROCERY/BODEGA","false","18-24","M","BLACK","25-44","M","BLACK","1036549","153377",40.587514489,-73.8117051249999,"POINT (-73.81170512499993 40.58751448900005)"
"12346","02/22/2012","11:59:00","BROOKLYN",79,0,"COMMERCIAL BLDG","false","18-24","M","BLACK","18-24","M","WHITE HISPANIC","996798","189795",40.687619522,-73.954756076,"POINT (-73.95475607599997 40.687619522000034)"
"12347","06/30/2007","7:41:00","BRONX",40,0,"RESTAURANT/DINER","false","45-64","M","BLACK HISPANIC","18-24","M","BLACK HISPANIC","1006498","233566",40.8077407990001,-73.919635201,"POINT (-73.91963520099996 40.80774079900005)"
"12353","11/24/2008","16:58:00","BROOKLYN",88,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK HISPANIC","18-24","M","BLACK","989927","192766",40.6957813060001,-73.979528908,"POINT (-73.97952890799998 40.69578130600007)"
"12357","01/28/2009","15:10:00","MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS","true","25-44","M","BLACK","<18","M","BLACK","1000866","226632",40.7887212430001,-73.939996774,"POINT (-73.93999677399995 40.788721243000055)"
"12364","10/02/2014","18:40:00","MANHATTAN",34,0,"MULTI DWELL - APT BUILD","false","25-44","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC","1004098","251510",40.8569976270001,-73.9282516059999,"POINT (-73.92825160599993 40.856997627000055)"
"12365","03/31/2014","2:10:00","MANHATTAN",30,0,"BAR/NIGHT CLUB","false","18-24","M","BLACK","25-44","M","BLACK","996329","238263",40.820652506,-73.956360128,"POINT (-73.95636012799997 40.820652506000044)"
"12371","08/01/2010","21:13:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","1005473","182208",40.666778376,-73.92349981,"POINT (-73.92349980999995 40.666778376000025)"
"12379","08/10/2017","16:54:00","BROOKLYN",75,0,"PVT HOUSE","false","25-44","M","ASIAN / PACIFIC ISLANDER","25-44","M","ASIAN / PACIFIC ISLANDER","1016688","188158",40.68307579,-73.8830449869999,"POINT (-73.88304498699993 40.68307579000003)"
"12384","07/21/2012","17:55:00","BROOKLYN",75,2,"MULTI DWELL - PUBLIC HOUS","true","25-44","M","BLACK","18-24","M","BLACK","1015829","179160",40.6583814150001,-73.886184293,"POINT (-73.88618429299999 40.65838141500007)"
