"","OCCUR_DATE","OCCUR_TIME","BORO","PRECINCT","JURISDICTION_CODE","LOCATION_DESC","STATISTICAL_MURDER_FLAG","PERP_AGE_GROUP","PERP_SEX","PERP_RACE","VIC_AGE_GROUP","VIC_SEX","VIC_RACE","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","Lon_Lat"
"19404","08/31/2008","2:26:00","BROOKLYN",69,0,"BEAUTY/NAIL SALON","false","25-44","M","BLACK","18-24","M","BLACK","1009631","174083",40.6444660940001,-73.908542234,"POINT (-73.90854223399998 40.64446609400005)"
"19408","11/17/2007","1:08:00","BROOKLYN",75,0,"FAST FOOD","false","25-44","M","BLACK","25-44","M","BLACK","1017119","183909",40.6714116630001,-73.8815117239999,"POINT (-73.88151172399995 40.67141166300007)"
"19409","06/23/2006","13:10:00","BROOKLYN",90,2,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","<18","M","WHITE HISPANIC","999631","198004",40.7101468430001,-73.944522149,"POINT (-73.94452214899997 40.710146843000075)"
"19410","05/24/2008","1:08:00","MANHATTAN",24,2,"MULTI DWELL - PUBLIC HOUS","true","<18","M","BLACK","<18","M","WHITE HISPANIC","992252","226874",40.789397465,-73.971103866,"POINT (-73.97110386599996 40.789397465000036)"
"19411","05/10/2008","23:38:00","BRONX",48,0,"GROCERY/BODEGA","false","18-24","M","BLACK","<18","M","BLACK","1016058","247615",40.8462720270001,-73.8850351299999,"POINT (-73.88503512999995 40.846272027000055)"
"19418","10/05/2013","0:45:00","BRONX",49,0,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","18-24","M","BLACK","1025142","256702",40.87117569,-73.852146686,"POINT (-73.85214668599998 40.87117569000004)"
"19427","01/05/2008","23:22:00","QUEENS",101,2,"MULTI DWELL - PUBLIC HOUS","true","<18","M","BLACK","18-24","M","BLACK","1053648","159131",40.6031906220001,-73.750083403,"POINT (-73.75008340299998 40.60319062200006)"
"19430","08/26/2006","22:43:00","MANHATTAN",32,2,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","18-24","F","BLACK","1000602","237700",40.8191003540001,-73.940923191,"POINT (-73.94092319099997 40.81910035400006)"
"19431","06/30/2017","14:54:00","BRONX",44,0,"HOSPITAL","false","45-64","M","BLACK","25-44","M","WHITE","1008669","246692",40.843762188,-73.911745153,"POINT (-73.91174515299997 40.84376218800003)"
"19435","02/09/2009","23:22:00","STATEN ISLAND",120,0,"GROCERY/BODEGA","false","18-24","F","BLACK HISPANIC","18-24","M","WHITE","941189","169904",40.632927325,-74.1551429,"POINT (-74.15514289999999 40.632927325000026)"
"19443","02/18/2015","1:29:00","MANHATTAN",10,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","18-24","M","BLACK","982756","210140",40.7434704550001,-74.005393004,"POINT (-74.00539300399998 40.74347045500008)"
"19445","05/25/2009","2:30:00","BROOKLYN",90,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","1000829","195754",40.703968961,-73.940206502,"POINT (-73.94020650199997 40.703968961000044)"
"19446","06/29/2006","18:46:00","QUEENS",113,0,"BEAUTY/NAIL SALON","false","18-24","M","BLACK","25-44","F","BLACK","1046731","189586",40.6868342320001,-73.774710915,"POINT (-73.77471091499996 40.68683423200008)"
"19448","01/31/2014","21:14:00","BRONX",42,2,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","25-44","M","BLACK HISPANIC","1011057","240448",40.826617293,-73.9031392909999,"POINT (-73.90313929099993 40.82661729300003)"
"19449","05/22/2010","1:15:00","QUEENS",114,2,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK HISPANIC","25-44","M","BLACK","999925","214507",40.7554430050001,-73.943423246,"POINT (-73.94342324599995 40.755443005000075)"
"19451","08/02/2008","15:02:00","MANHATTAN",23,0,"MULTI DWELL - PUBLIC HOUS","false","45-64","M","BLACK","25-44","M","BLACK","999998","226211",40.787567301,-73.9431323319999,"POINT (-73.94313233199995 40.78756730100001)"
"19452","11/07/2017","4:21:00","BROOKLYN",60,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC","984113","148364",40.5739090690001,-74.00049459,"POINT (-74.00049458999997 40.57390906900008)"
"19453","05/23/2007","15:50:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","<18","M","BLACK","1010535","183093",40.669193922,-73.9052495989999,"POINT (-73.90524959899994 40.669193922000034)"
"19454","05/02/2009","23:25:00","BROOKLYN",75,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","BLACK","1015572","178302",40.656027308,-73.887114557,"POINT (-73.88711455699998 40.65602730800003)"
"19460","03/26/2006","2:55:00","STATEN ISLAND",120,0,"NONE","false","25-44","M","BLACK","25-44","M","WHITE HISPANIC","946352","170050",40.633351658,-74.136542342,"POINT (-74.136542342 40.63335165800004)"
"19464","08/13/2011","21:40:00","BROOKLYN",79,0,"MULTI DWELL - APT BUILD","true","18-24","M","BLACK","25-44","M","BLACK","1000382","192387",40.694728158,-73.9418267469999,"POINT (-73.94182674699994 40.69472815800003)"
"19465","09/01/2015","0:10:00","MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","M","BLACK HISPANIC","1000866","226632",40.7887212430001,-73.939996774,"POINT (-73.93999677399995 40.788721243000055)"
"19471","06/18/2008","1:50:00","BRONX",40,0,"GROCERY/BODEGA","false","25-44","M","BLACK","18-24","M","BLACK","1004926","234532",40.8103960190001,-73.9253107449999,"POINT (-73.92531074499993 40.81039601900005)"
"19475","09/11/2006","19:47:00","BROOKLYN",81,0,"GROCERY/BODEGA","false","25-44","M","BLACK","25-44","M","BLACK HISPANIC","1001808","191102",40.6911984170001,-73.936687702,"POINT (-73.93668770199999 40.69119841700007)"
"19479","06/11/2012","0:42:00","BRONX",47,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","<18","F","BLACK HISPANIC","1023842","262943",40.888311205,-73.856810251,"POINT (-73.85681025099996 40.888311205000036)"
"19481","11/04/2007","3:38:00","QUEENS",106,0,"BAR/NIGHT CLUB","false","25-44","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC","1025542","187004",40.679871452,-73.851128675,"POINT (-73.85112867499998 40.67987145200004)"
"19488","04/29/2010","11:29:00","BRONX",42,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","WHITE HISPANIC","18-24","M","BLACK","1010919","239073",40.8228437280001,-73.9036433919999,"POINT (-73.90364339199994 40.822843728000066)"
"19491","06/08/2006","2:10:00","BRONX",52,0,"BAR/NIGHT CLUB","false","25-44","M","WHITE","25-44","M","WHITE","1017894","257269",40.872762531,-73.8783506729999,"POINT (-73.87835067299993 40.872762531000035)"
"19492","09/26/2010","3:58:00","QUEENS",101,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","1052788","161189",40.6088460830001,-73.7531595579999,"POINT (-73.75315955799994 40.60884608300007)"
"19495","08/02/2014","10:33:00","BROOKLYN",71,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","18-24","M","BLACK","996919","181770",40.665592535,-73.9543348609999,"POINT (-73.95433486099995 40.66559253500003)"
"19504","01/12/2015","10:06:00","BROOKLYN",67,0,"MULTI DWELL - APT BUILD","true","18-24","M","BLACK","25-44","M","BLACK","999390","172259",40.639483032,-73.9454492639999,"POINT (-73.94544926399993 40.639483032000044)"
"19510","01/16/2008","0:47:00","QUEENS",105,0,"MULTI DWELL - APT BUILD","true","25-44","M","BLACK","18-24","M","BLACK","1059136","178918",40.657456836,-73.7301004299999,"POINT (-73.73010042999994 40.657456836000044)"
"19516","05/13/2008","2:55:00","BROOKLYN",61,0,"MULTI DWELL - PUBLIC HOUS","false","18-24","F","BLACK","25-44","F","WHITE HISPANIC","1001812","156545",40.596346897,-73.936763232,"POINT (-73.93676323199998 40.596346897000046)"
"19524","10/27/2008","13:34:00","BROOKLYN",88,0,"BEAUTY/NAIL SALON","true","18-24","M","BLACK","45-64","M","BLACK","991486","189241",40.686104855,-73.9739105909999,"POINT (-73.97391059099994 40.686104855000046)"
"19532","12/16/2010","23:06:00","BRONX",47,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK HISPANIC","25-44","F","BLACK","1030349","260233",40.880841522,-73.833295283,"POINT (-73.83329528299998 40.88084152200002)"
"19534","11/12/2014","21:35:00","QUEENS",113,0,"PVT HOUSE","false","45-64","M","BLACK","25-44","M","BLACK","1053822","191936",40.6932315190001,-73.749118445,"POINT (-73.74911844499997 40.69323151900005)"
"19539","01/25/2015","14:43:00","MANHATTAN",13,0,"CHAIN STORE","true","25-44","M","BLACK","25-44","M","BLACK","986691","209691",40.7422378520001,-73.991192516,"POINT (-73.99119251599996 40.742237852000066)"
"19541","10/17/2011","21:08:00","BROOKLYN",77,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","25-44","M","BLACK","1002647","183812",40.6711873200001,-73.933682189,"POINT (-73.93368218899997 40.67118732000005)"
"19542","06/17/2017","19:15:00","STATEN ISLAND",123,0,"PVT HOUSE","false","25-44","M","WHITE","<18","M","WHITE","931358","132099",40.5291070640001,-74.190266371,"POINT (-74.19026637099995 40.52910706400007)"
"19543","07/23/2016","21:06:00","BROOKLYN",75,2,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","18-24","M","BLACK","1019193","183433",40.6700972080001,-73.8740376219999,"POINT (-73.87403762199995 40.670097208000065)"
"19556","07/16/2018","4:22:00","BRONX",44,0,"BAR/NIGHT CLUB","false","25-44","M","BLACK HISPANIC","25-44","F","BLACK HISPANIC","1,005,346","246,531",40.84332885,-73.9237558,"POINT (-73.9237558 40.843328850000006)"
"19562","04/18/2017","8:35:00","BROOKLYN",76,0,"GROCERY/BODEGA","false","25-44","M","BLACK","25-44","M","ASIAN / PACIFIC ISLANDER","982885","185703",40.6763966990001,-74.00492251,"POINT (-74.00492250999997 40.67639669900007)"
"19565","04/02/2009","10:25:00","BRONX",47,0,"PVT HOUSE","false","25-44","M","BLACK","18-24","M","BLACK","1024579","261426",40.884144183,-73.854153904,"POINT (-73.85415390399999 40.884144183000046)"
"19579","04/17/2015","19:09:00","BROOKLYN",79,2,"MULTI DWELL - PUBLIC HOUS","true","<18","M","BLACK","<18","M","BLACK","997754","193359",40.6974004730001,-73.951301805,"POINT (-73.95130180499997 40.697400473000066)"
"19581","04/22/2009","21:15:00","MANHATTAN",23,0,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","M","BLACK","999155","226676",40.788845063,-73.946175538,"POINT (-73.94617553799998 40.788845063000046)"
"19596","10/07/2007","1:36:00","BRONX",42,0,"PVT HOUSE","false","<18","M","WHITE HISPANIC","18-24","M","BLACK","1011819","243107",40.833913137,-73.90037502,"POINT (-73.90037501999996 40.833913137000025)"
"19604","10/31/2016","19:57:00","BRONX",41,0,"MULTI DWELL - APT BUILD","false","25-44","F","BLACK","18-24","M","BLACK","1013070","238703",40.821821427,-73.8958731869999,"POINT (-73.89587318699995 40.82182142700003)"
"19613","05/09/2010","1:58:00","BRONX",46,0,"MULTI DWELL - APT BUILD","true","18-24","M","BLACK","18-24","F","BLACK","1009854","247503",40.8459847880001,-73.907459177,"POINT (-73.90745917699996 40.84598478800007)"
"19615","11/09/2018","8:15:00","BROOKLYN",83,0,"MULTI DWELL - APT BUILD","true","45-64","M","BLACK HISPANIC","45-64","F","BLACK HISPANIC","1,007,032","193,358",40.69737871,-73.91784246,"POINT (-73.91784246 40.69737871)"
"19616","11/28/2007","20:23:00","BROOKLYN",73,0,"MULTI DWELL - APT BUILD","true","18-24","M","BLACK","18-24","M","BLACK","1008427","183518",40.67036646,-73.9128469619999,"POINT (-73.91284696199995 40.670366460000025)"
"19619","08/06/2015","23:44:00","MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","<18","M","BLACK","1001028","229572",40.7967904430001,-73.9394044059999,"POINT (-73.93940440599994 40.79679044300008)"
"19620","11/29/2013","3:23:00","MANHATTAN",32,0,"BAR/NIGHT CLUB","false","25-44","M","BLACK","18-24","M","BLACK","1000317","235290",40.812486101,-73.941958638,"POINT (-73.94195863799997 40.81248610100005)"
"19622","06/09/2017","3:15:00","QUEENS",101,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","25-44","M","BLACK","1044048","156643",40.5964315620001,-73.784677067,"POINT (-73.78467706699998 40.59643156200008)"
"19626","08/17/2007","2:30:00","BRONX",40,2,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","25-44","M","BLACK","1006600","238545",40.8214065010001,-73.919250169,"POINT (-73.91925016899995 40.82140650100007)"
"19627","07/10/2008","13:08:00","BROOKLYN",69,0,"GROCERY/BODEGA","false","18-24","M","BLACK","18-24","M","BLACK HISPANIC","1014128","175228",40.6475948410001,-73.892332456,"POINT (-73.89233245599996 40.64759484100006)"
"19628","08/31/2009","0:50:00","BROOKLYN",70,0,"MULTI DWELL - APT BUILD","false","<18","M","BLACK","25-44","M","BLACK","995946","172083",40.639005167,-73.957858926,"POINT (-73.95785892599997 40.63900516700004)"
"19629","09/27/2008","0:35:00","BROOKLYN",90,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","<18","M","WHITE HISPANIC","997697","196545",40.706145383,-73.951501003,"POINT (-73.95150100299998 40.70614538300005)"
"19636","10/23/2017","10:19:00","QUEENS",102,0,"STORE UNCLASSIFIED","true","45-64","M","BLACK","45-64","M","WHITE","1027816","188932",40.685152466,-73.842917625,"POINT (-73.84291762499998 40.685152466000034)"
"19639","06/28/2009","10:55:00","QUEENS",107,2,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","18-24","M","BLACK","1036732","207396",40.735783278,-73.8106258029999,"POINT (-73.81062580299994 40.73578327800004)"
"19644","08/14/2007","21:38:00","MANHATTAN",28,0,"MULTI DWELL - PUBLIC HOUS","false","<18","M","WHITE HISPANIC","<18","M","BLACK HISPANIC","997440","233857",40.8085576770001,-73.9523547539999,"POINT (-73.95235475399994 40.808557677000074)"
"19645","07/16/2008","18:10:00","MANHATTAN",10,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","F","BLACK","983907","212138",40.748954585,-74.0012393709999,"POINT (-74.00123937099994 40.748954585000035)"
"19648","03/21/2010","5:10:00","BRONX",42,0,"MULTI DWELL - APT BUILD","true","45-64","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC","1015121","242644",40.8326314120001,-73.888444685,"POINT (-73.88844468499997 40.832631412000076)"
"19649","06/05/2012","3:30:00","BROOKLYN",75,0,"GROCERY/BODEGA","true","25-44","M","BLACK","25-44","M","BLACK","1015390","177544",40.653947407,-73.8877739979999,"POINT (-73.88777399799993 40.65394740700003)"
"19650","01/28/2006","0:26:00","BROOKLYN",73,0,"GAS STATION","true","18-24","M","BLACK","18-24","M","BLACK HISPANIC","1010184","182785",40.6683495660001,-73.906516063,"POINT (-73.90651606299997 40.66834956600008)"
"19653","06/19/2011","0:15:00","BROOKLYN",71,0,"PVT HOUSE","false","25-44","M","BLACK","25-44","F","BLACK","997606","179227",40.658611551,-73.9518635439999,"POINT (-73.95186354399993 40.658611551000035)"
"19658","08/04/2008","3:54:00","BRONX",41,0,"BAR/NIGHT CLUB","true","25-44","M","BLACK","18-24","M","WHITE HISPANIC","1013526","236951",40.817011183,-73.894233277,"POINT (-73.89423327699996 40.817011183000034)"
"19662","03/25/2010","0:01:00","QUEENS",114,0,"MULTI DWELL - PUBLIC HOUS","true","18-24","F","WHITE HISPANIC","25-44","M","WHITE HISPANIC","998644","214588",40.755667508,-73.9480467829999,"POINT (-73.94804678299994 40.755667508000045)"
"19665","12/13/2016","20:45:00","BRONX",41,0,"MULTI DWELL - APT BUILD","true","45-64","M","BLACK","25-44","M","BLACK","1014080","238401",40.8209891700001,-73.892225347,"POINT (-73.89222534699996 40.82098917000008)"
"19668","07/22/2012","21:35:00","BRONX",42,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","BLACK","1011047","239814",40.824877175,-73.903177956,"POINT (-73.90317795599998 40.82487717500004)"
"19671","10/21/2012","18:58:00","BROOKLYN",79,2,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK HISPANIC","18-24","M","BLACK","999070","193133",40.6967780490001,-73.946556396,"POINT (-73.94655639599996 40.69677804900005)"
"19672","05/13/2011","16:11:00","QUEENS",114,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","BLACK","999484","214810",40.756275434,-73.9450143289999,"POINT (-73.94501432899995 40.75627543400003)"
"19681","12/24/2007","12:56:00","BROOKLYN",73,0,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","18-24","M","BLACK","1008878","184164",40.672138341,-73.911218815,"POINT (-73.91121881499998 40.67213834100005)"
"19682","10/20/2009","17:55:00","BRONX",47,0,"PVT HOUSE","true","18-24","M","BLACK","65+","F","BLACK","1023120","262337",40.8866511360001,-73.8594249989999,"POINT (-73.85942499899994 40.88665113600007)"
"19684","01/01/2015","1:30:00","STATEN ISLAND",123,0,"GROCERY/BODEGA","false","25-44","M","WHITE","25-44","M","BLACK HISPANIC","933020","145192",40.565054547,-74.1843869259999,"POINT (-74.18438692599993 40.565054547000045)"
"19686","04/08/2012","0:29:00","BROOKLYN",61,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","25-44","M","WHITE","1000205","159291",40.6038871490001,-73.9425433179999,"POINT (-73.94254331799993 40.60388714900005)"
"19715","11/23/2013","2:50:00","BRONX",40,0,"BAR/NIGHT CLUB","false","18-24","F","WHITE HISPANIC","18-24","M","BLACK HISPANIC","1007587","237552",40.818678445,-73.915687561,"POINT (-73.91568756099997 40.818678445000046)"
"19724","12/06/2007","19:51:00","BROOKLYN",70,0,"GROCERY/BODEGA","false","18-24","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","994620","175951",40.6496236460001,-73.962630766,"POINT (-73.96263076599996 40.64962364600007)"
"19725","10/09/2006","19:41:00","STATEN ISLAND",120,0,"MULTI DWELL - APT BUILD","true","18-24","M","BLACK","25-44","F","WHITE HISPANIC","936722","172119",40.6389841760001,-74.171252305,"POINT (-74.17125230499995 40.63898417600007)"
"19729","12/05/2011","8:53:00","QUEENS",114,0,"MULTI DWELL - APT BUILD","false","45-64","M","WHITE","45-64","F","WHITE","1009769","220726",40.77248962,-73.907868186,"POINT (-73.90786818599996 40.772489620000044)"
"19745","08/16/2007","23:30:00","BROOKLYN",73,0,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","M","BLACK","1007054","189167",40.685875326,-73.9177773059999,"POINT (-73.91777730599993 40.68587532600003)"
"19746","01/21/2012","17:15:00","BRONX",49,0,"BAR/NIGHT CLUB","false","18-24","M","WHITE","25-44","M","WHITE","1024247","248916",40.8498095890001,-73.8554292269999,"POINT (-73.85542922699995 40.849809589000074)"
"19747","12/16/2007","17:21:00","BRONX",40,0,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK HISPANIC","<18","M","BLACK HISPANIC","1005947","235372",40.812699137,-73.921619736,"POINT (-73.92161973599997 40.81269913700004)"
"19748","08/07/2010","2:48:00","BRONX",44,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","18-24","F","BLACK HISPANIC","1008274","245226",40.8397395310001,-73.913178032,"POINT (-73.91317803199998 40.83973953100008)"
"19751","10/24/2015","23:40:00","BROOKLYN",90,0,"MULTI DWELL - APT BUILD","false","45-64","F","BLACK","45-64","M","BLACK HISPANIC","995921","198869",40.7125267330001,-73.957902625,"POINT (-73.95790262499997 40.71252673300006)"
"19758","08/11/2007","0:09:00","BRONX",42,0,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","<18","F","BLACK","1012074","240410",40.8265098480001,-73.899464709,"POINT (-73.89946470899997 40.82650984800006)"
"19765","07/08/2015","0:09:00","BRONX",40,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC","1009741","238332",40.820813371,-73.9079024499999,"POINT (-73.90790244999994 40.820813371000035)"
"19767","09/03/2010","18:28:00","BRONX",48,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","18-24","M","BLACK","1014006","250406",40.853939645,-73.892439452,"POINT (-73.89243945199999 40.853939645000025)"
"19770","03/17/2016","15:00:00","BRONX",43,0,"MULTI DWELL - PUBLIC HOUS","true","25-44","M","BLACK","18-24","M","BLACK","1021189","239209",40.823180032,-73.8665360429999,"POINT (-73.86653604299994 40.82318003200004)"
"19776","09/30/2006","22:05:00","BRONX",49,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","25-44","M","BLACK HISPANIC","1021376","246471",40.8431113280001,-73.8658201979999,"POINT (-73.86582019799995 40.84311132800008)"
"19778","07/19/2016","21:25:00","BROOKLYN",90,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","993917","197260",40.708112826,-73.965133624,"POINT (-73.96513362399996 40.70811282600005)"
"19779","09/01/2011","22:45:00","QUEENS",105,0,"PVT HOUSE","false","18-24","M","BLACK","25-44","M","BLACK","1055872","180060",40.660618363,-73.741852205,"POINT (-73.741852205 40.66061836300003)"
"19781","04/22/2018","11:59:00","BROOKLYN",75,0,"MULTI DWELL - APT BUILD","true","25-44","M","BLACK","25-44","M","BLACK","1,015,160","183,234",40.669566,-73.88857683,"POINT (-73.88857683 40.669566)"
"19782","12/26/2006","4:11:00","MANHATTAN",10,0,"COMMERCIAL BLDG","false","25-44","M","BLACK","25-44","M","BLACK","983004","213372",40.752341523,-74.0044986199999,"POINT (-74.00449861999994 40.75234152300004)"
"19786","03/18/2007","19:20:00","BROOKLYN",75,0,"GROCERY/BODEGA","true","18-24","M","BLACK","18-24","M","BLACK","1017141","183798",40.671106911,-73.881432957,"POINT (-73.88143295699997 40.67110691100004)"
"19787","08/10/2011","12:55:00","QUEENS",103,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","BLACK","1041409","193095",40.6965015710001,-73.7938708419999,"POINT (-73.79387084199995 40.696501571000056)"
"19789","10/19/2009","21:12:00","BROOKLYN",75,0,"BEAUTY/NAIL SALON","true","25-44","M","BLACK","25-44","M","BLACK","1013181","183137",40.6693064410001,-73.8957111509999,"POINT (-73.89571115099994 40.66930644100006)"
"19793","09/20/2009","4:10:00","BROOKLYN",72,0,"PVT HOUSE","true","18-24","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC","982699","176588",40.6513780070001,-74.005590974,"POINT (-74.00559097399997 40.65137800700006)"
"19795","06/01/2011","20:30:00","BROOKLYN",77,0,"MULTI DWELL - APT BUILD","true","18-24","M","BLACK","<18","M","BLACK","1002295","184332",40.672615329,-73.93494972,"POINT (-73.93494971999998 40.672615329000045)"
"19796","11/17/2008","20:21:00","BROOKLYN",71,0,"SMALL MERCHANT","false","25-44","M","ASIAN / PACIFIC ISLANDER","25-44","M","BLACK","997886","180734",40.662747508,-73.950851316,"POINT (-73.95085131599996 40.662747508000045)"
"19802","12/02/2006","1:16:00","BROOKLYN",90,2,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK HISPANIC","25-44","M","BLACK","1000919","195652",40.7036888260001,-73.939882154,"POINT (-73.93988215399997 40.70368882600008)"
"19803","12/14/2008","20:00:00","MANHATTAN",26,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","25-44","M","BLACK","996343","236150",40.8148528940001,-73.956313353,"POINT (-73.95631335299998 40.814852894000076)"
"19804","09/02/2011","3:56:00","QUEENS",113,0,"PVT HOUSE","true","18-24","M","ASIAN / PACIFIC ISLANDER","45-64","F","ASIAN / PACIFIC ISLANDER","1051179","188880",40.6848639130001,-73.7586796539999,"POINT (-73.75867965399993 40.68486391300007)"
"19807","05/28/2009","18:25:00","BRONX",49,0,"RESTAURANT/DINER","true","25-44","M","BLACK","25-44","M","BLACK","1029222","254780",40.86588055,-73.837407405,"POINT (-73.83740740499996 40.865880550000035)"
"19812","12/13/2017","16:26:00","QUEENS",100,2,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","<18","M","BLACK","1036867","153432",40.5876635700001,-73.810559779,"POINT (-73.81055977899997 40.587663570000075)"
"19814","06/20/2011","18:39:00","BRONX",50,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC","1012082","259912",40.8800369860001,-73.8993548409999,"POINT (-73.89935484099993 40.88003698600005)"
"19815","12/04/2010","2:21:00","BROOKLYN",77,0,"GROCERY/BODEGA","false","18-24","M","BLACK","18-24","M","BLACK","1005903","185476",40.6757472620001,-73.921939311,"POINT (-73.92193931099996 40.67574726200007)"
"19816","02/15/2006","23:40:00","BROOKLYN",83,0,"NONE","false","18-24","M","BLACK","25-44","M","WHITE HISPANIC","1006932","194749",40.7011969340001,-73.9181984049999,"POINT (-73.91819840499993 40.70119693400006)"
"19827","04/24/2012","3:27:00","MANHATTAN",32,0,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","F","BLACK","1001752","241629",40.8298821390001,-73.9367581,"POINT (-73.93675809999998 40.82988213900006)"
"19828","01/06/2018","21:05:00","BRONX",47,0,"MULTI DWELL - APT BUILD","true","25-44","M","BLACK","18-24","M","BLACK HISPANIC","1,024,405","267,090",40.89969085,-73.8547492,"POINT (-73.8547492 40.89969085)"
"19831","03/28/2016","13:12:00","BROOKLYN",81,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","1002484","192110",40.693963776,-73.934247334,"POINT (-73.93424733399996 40.69396377600003)"
"19836","09/09/2008","19:29:00","BRONX",44,0,"SHOE STORE","true","18-24","M","BLACK","25-44","M","BLACK","1007188","243233",40.8342722130001,-73.917109679,"POINT (-73.91710967899996 40.83427221300008)"
"19842","10/02/2014","18:40:00","MANHATTAN",34,0,"MULTI DWELL - APT BUILD","false","<18","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1004098","251510",40.8569976270001,-73.9282516059999,"POINT (-73.92825160599993 40.856997627000055)"
"19846","05/17/2012","15:14:00","MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","BLACK","1000552","225907",40.786731898,-73.941132468,"POINT (-73.94113246799998 40.78673189800003)"
"19849","07/28/2012","1:16:00","BRONX",47,0,"RESTAURANT/DINER","false","25-44","M","WHITE HISPANIC","45-64","M","BLACK","1022562","262118",40.886052491,-73.8614443,"POINT (-73.86144429999997 40.886052491000044)"
"19854","02/18/2012","3:58:00","BRONX",41,0,"COMMERCIAL BLDG","false","25-44","M","BLACK","18-24","M","BLACK","1013086","236614",40.816087661,-73.8958243539999,"POINT (-73.89582435399994 40.81608766100004)"
"19858","06/18/2011","3:10:00","BROOKLYN",75,0,"PVT HOUSE","true","18-24","M","BLACK","<18","M","BLACK HISPANIC","1014056","183546",40.6704261520001,-73.89255515,"POINT (-73.89255514999998 40.67042615200006)"
"19860","04/07/2010","15:11:00","BROOKLYN",71,0,"CANDY STORE","false","18-24","M","BLACK","<18","M","BLACK","995688","182817",40.668467992,-73.958770337,"POINT (-73.95877033699998 40.668467992000046)"
"19873","12/18/2017","18:25:00","QUEENS",101,0,"MULTI DWELL - APT BUILD","false","25-44","M","WHITE HISPANIC","18-24","M","BLACK","1051960","160392",40.6066648550001,-73.756149603,"POINT (-73.75614960299998 40.606664855000076)"
